,sentiment,text
1384,neutral,next question come john heinbockle guggenheim
1385,neutral,let think next couple year alternative profit stream impact margin ebit margin rate great impact go gross margin line expense ratio guy talk margin include alternative profit stream today future break
1386,neutral,first question allude lot work right really decide best share story think mention past alternative business talk grow little bite legacy way would within kroger business prior identify big strategic growth area company truly leverage data knowledge customer try alternative business across kroger personal medium business area share analyst right would report number different area business really want make sure deliberate identify help provide clear picture could see clearly business continue accelerate growth
1387,neutral,john look margin rat exclude would include would really long list thing pull
1388,neutral,possible base say possible alternative profit stream segment get significant different core business make sense break separately revenue something think amenable last thing think core business comp think need actually grow ebit core give cost pressure
1389,neutral,think first part question roll anything right commit either answer would look really want make sure deliberate think best approach make sure manage business effectively also clearly demonstrate show story value drive bottom certainly commit reach conclusion clear think
1390,positive,talk need retail company constantly reinvent order remain constant reinvention take place least every gary instrumental help u think transformation part restock kroger uniquely position chief financial officer also help shape future omnichannel experience mike provide financial operation recap fourth quarter full year gary outline guidance
1391,positive,certainly look long term model would certainly agree would see next couple year might little low end drive earn growth overtime sustainability model really need think important note john look productivity gain year great year reduce turnover mean increase well operational efficiency inside productivity pretty much offset high investment make associate
1392,neutral,next question paul trussell deutsche
1393,neutral,good want touch base top id past year want maybe help u good understand expectation see acceleration kind maybe speak give little bite color see store go optimization start thank
1394,positive,love look last part question space optimization mike mention prepare remark certainly think long expect store open remodel long week finally start see positively add slow expect nice finally obviously piece also expect continue see improvement investment make look tonnage actually strong identical sale growth would continue see people trade product size product look maturation remodel continue improve way significantly improve stock core business tie together investment make give u confidence
1395,positive,one thing add rodney look quarter date essentially right top fourth quarter split core supermarket business alternative business similar fourth quarter know lot rhetoric pull forward snap mean start year essentially right top fourth quarter end first quarter week long way go start help u feel good
1396,neutral,point snap definitely definitely pull forward look snap first period year would headwind look
1397,neutral,would headwind fill headwind sale
1398,positive,maybe one another piece color add think journey restock kroger lot initiative land year create noise mike refer really start build tailwind rodney mention turn point profitability impact digital continue grow digital sale rat see much big number continue big influence head out year restock kroger id sale performance work invest brand drive significantly high customer engagement customer continue deepen relationship brand important piece think opportunity see finally merger home chef expand fresh food experience store meal kit obviously come part way year represent another opportunity see ready build momentum
1399,neutral,thank helpful color somewhat curious see past month forecast ahead inflation front could kind comment bite think price point give high input see price point go high also extent would describe kind price environment environment thank
1400,positive,know get environment rational competitive always competitive always build business plan assume go little competitive versus le competitive get surprise competitive wind think inflation fourth quarter take cost inflation le basis add pharmacy get kick basis year actually without pharmacy slight deflation year cost basis may reconcile everything hear cost increase come team do phenomenal job go cost good save variety way keep mind number talk pay product base many unit year last year price year last do great job able offset cost increase hear
1401,positive,october introduce restock plan create shareholder value serve america food inspiration plan four main redefine grocery partner customer develop live driver come together create shareholder commit million incremental fifo operate profit growth billion cumulative restock cash flow end
1402,positive,thing would add talk look company raise price true cost really help brand strong find somebody end give market give market share brand time make profit brand sell national go always give customer choice want earn whatever get somebody push cost end give share
1403,positive,thank best
1404,neutral,next question come chris mandeville
1405,negative,good start guidance much million million ebit growth essentially go come core grocery versus alternative revenue stream think fuel margin suppose certainly understand want go line line guidance clearly market react negative basis point gross margin maybe least could hold hand little bite go first half year gross margin think alternative revenue become great component
1406,neutral,understand request hold hand little bite go stick guidance get specific gross margin thing like would say big chunk growth operate profit margin next year would come core business id sale like talk expect say fuel pretty dramatic headwind next year lead u bottom line result guidance gary talk
1407,neutral,fuel would pretty close use three year average margin term expectation skew little bite recent time pretty close three year gross margin expect basis point reduction gross
1408,neutral,agree look model overall know accelerate lot investment thing show growth way account show term warehouse transportation type thing would expect
1409,neutral,suppose quick really expect see far le basis point base clear long receive type material tailwind fuel unlikely receive sequential improvement gross margin
1410,neutral,
1411,neutral,follow would spend quite bite time vega last couple day shop talk speak lot folk within micro rodney guess want get take relate relationship help u think item think right technology go speak respect micro fulfillment option call zoom maybe actually afford flexibility respect cfc dedicate
1412,positive,please report kroger solidly deliver key year one restock kroger look full deliver fifo operate profit restock cash flow goal set u reach improve identical sale deliver eps near high end original adjust guidance range give u business momentum head especially proud achieve unprecedented cost save billion process improvement
1413,positive,term first somebody ocado team kroger team would actually talk look broad strategic conversation would happen probably monthly type thing one reason incredibly excite partner ocado tim team continually push today continue get good continue look different approach sign agreement one comment make sign base sign base think go three five year talent drive keep get thing draw feel comfortable model efficient give customer partnership ocado able discover need
1414,positive,thank
1415,neutral,next question come scott mushkin wolfe
1416,positive,hey thank let ask mike year believe go
1417,neutral,one
1418,positive,think do do
1419,positive,day feel like do
1420,neutral,market guy usually run market share fourth quarter wonder could give u thought happen market share year want follow
1421,neutral,think market share way traditionally calculate market share grow year rodney talk tonnage actually good sale invest price thing like distort top line continue grow slightly improve
1422,neutral,market
1423,positive,restock kroger fuel cost save invest continue make significant investment build omnichannel platform deliver customer end kroger household access pick end full integration kroger ship reach
1424,neutral,
1425,neutral,talk tonnage look exclude basis point specialty pharma correct
1426,neutral,let understand understand question
1427,neutral,think put specialty pharma forget quarter first quarter last
1428,neutral,start begin yeah tonnage try look absolute number unit flow toilet paper whether one pack club pack look unit flow store try track
1429,neutral,perfect follow question know guy work alternative revenue assume number chunk ebit alternative wonder could size big gain big alternative revenue
1430,positive,think mention minute ago saw really nice growth alternative profit two big area know analyst kruger personal finance grow profitability join kind refer still really want work best way able give full picture around alternative profit go forward become obviously big meaningful part mike mike schlotman mention early fuel headwind expect traditionally think core business alternative profit contribute improvement fifo operate profit head win face point really take step back determine best way ready share alternative profit story meaningful make sure connect dot remember back investor conference stuart aitken slide show slope growth alternative admittedly dollar take look slide show expect continue build time momentum see even growth
1431,neutral,alright thank thank
1432,neutral,time one
1433,neutral,next question come gregory badishkanian
1434,neutral,goldman sachs earn conference call january et
1435,neutral,guy moszkowski autonomous research
1436,positive,let make one sort open comment expense generally cognizant volatility market mindful pace investment spend cadence context know priority extent market change circumstance know lever sort throttle back need whole investment remain mindful look increase overall expense million relate billion relate half relate high provision litigation rev sort isolate million increase spend relate investment view drive growth high activity investment spend different project david talk whether marcus whether corporate cash management whether build incremental platform inside security trade continuation view rate growth rate growth le rate growth saw go continue look deploy exist operate leverage business source investment spend business
1437,neutral,operator
1438,neutral,next question line christian bolu
1439,neutral,chinedu bolu
1440,negative,maybe step back little bite curious think drive superior shareholder think last two firm actually execute pretty deliver good peer revenue good peer core despite put stock underperform even change go reason think market finally start give stock credit revenue growth metric focus drive shareholder
1441,neutral,david solomon
1442,positive,appreciate cognizant way market look business also cognizant performance hard try predict market recognize return job stay focus deliver return confident balance appropriate focus number year diversify platform move want put context highlight maybe different progress many obviously follow company long
1443,positive,year say one call would year ficc ic revenue le make significant investment build digital consumer platform happen situation litigation expense would deliver billion revenue people would reason happen work number year broaden expand addressable wallet point increase durability see slide put begin last x number move le recur revenue continue commit develop plan move see thing exist business adjacent feel confidently continue push return especially also continue focus run firm stephen commit
1444,positive,think position opportunity continue path think one thing candidly need continue hope see call commit need good job give information explain think make think work go continue remain focus hope focus expand business diversify business stay true excellent thing always core business communicate market go stick
1445,neutral,chinedu bolu
1446,neutral,matthew deutsche bank
1447,neutral,appreciate sense sense urgency talk optimize help u level set kind margin roe business exactly help business get roe close ficc top guess increase electronic volume improve wallet share drive material revenue growth material revenue share think actually drive revenue share growth go
1448,neutral,david solomon
1449,positive,go make couple stephen go little bite detail specific want start say really like ficc really important confuse fact available wallet market intermediation large institution materially decline course last five one thing interest last two year become president start spend time broad diverse array always go last see investment bank always tell extraordinary think people way team work way opportunity last two year go spend lot time security division client client fix say exactly people really risk taker capability really
1450,positive,execution really strong client franchise business fundamental change wallet would highlight go back look wallet market share financial crisis wallet share look wallet share wallet share around aberration kind period wallet share continue build laser focus build one thing say comment want reiterate accept size wallet share job run business well base wallet share allocate capital time efficiently run business effective way cost continue continue invest client make comment add specific detail part
1451,neutral,stephen scherr
1452,positive,pivot think objective identify appropriate addressable market play absolutely right point increase market david refer among institutional client last couple demonstrate revenue part move u direction expand corporate coverage corporate touch point relate use channel exist relationship exist investment mention prepare see modest improvement particularly commodity foreign addressable market go take take part part front back proper expense size wallet amount debt liquidity need put amount risk need take context intermediate risk client amount capital put something david wake
1453,negative,look last several lot work go inside business reduce expense reduce rwas active engage move reallocate capital around move away small business ficc put investment bank business around sort put much headline lot activity perhaps evolutionary process great sense urgency purpose context david describe think clear along run get right place right size input allocation business
1454,neutral,operator
1455,neutral,next question line guy moszkowski autonomous
1456,neutral,guy moszkowski
1457,neutral,michael carrier bank america merrill lynch
1458,positive,first ask want say think really serve shareholder well fulsome strategic review want thank behalf everybody useful
1459,neutral,david solomon
1460,positive,thank appreciate
1461,neutral,stephen scherr
1462,neutral,thank
1463,neutral,guy moszkowski
1464,positive,want follow question hop maybe could quantify u capital reallocation expense reallocation allude prepare remark also answer
1465,neutral,stephen scherr
1466,positive,think quantification give really sort part respond term last five take expense rwas reallocation think hope expectation david back course next several month clear indication specific allocation hesitate part review engage right answer question understand addressable include expand set customer client focus quite clear take market input drive whether capital expectation back clear view take lift
1467,neutral,guy moszkowski
1468,neutral,betsy graseck morgan stanley
1469,negative,look question different direction follow comment make situation litigation reserve bill guess question would give u sense point much big reasonable reasonably possible loss rpl see
1470,neutral,stephen scherr
1471,neutral,sort clear folk fourth quarter litigation expense full take litigation expense sit comment obviously disclose premise know nothing could base know rpl neighborhood independent reserve otherwise list
1472,neutral,operator
1473,neutral,next question line matt deutsche
1474,neutral,matthew
1475,positive,wonder could talk bite think optimization expect kind move one area another area hop maybe free capital shareholder buyback dividend thing like
1476,neutral,stephen scherr
1477,positive,would say couple variable term deployment capital general obviously look opportunity deploy capital accretive opportunity around growth continue redeploy capital business show le promise term overall return exist new growth show high tell limitation obviously term share buyback virtue continue prudently aggressive term return capital within confine yet receive scenario plan factor best think way think deployment generally internal reallocation base growth want invest area carry accretive return shareholder ambition mo around
1478,neutral,matthew
1479,neutral,brennan hawken ubs investment bank
1480,positive,maybe question david capital theme clearly review look make revenue something think accomplish think maybe supplement within do small continue among investor analyst need big deal help balance maybe comment thought
1481,neutral,david solomon
1482,positive,would expect u look option grow franchise organic extremely focus organic actually think plan organic drive meaningfully high return preference would always drive organic progress say many meet say look inorganic think continue see small opportunity across particularly look asset management wealth bar significant inorganic move extremely someone around significant portion know bar extremely job management team opportunity think advance return cost operate way move
1483,neutral,operator
1484,neutral,next question come line mike mayo well fargo
1485,neutral,michael mayo
1486,neutral,try much relate like security security security buyer transaction structure reason ask help determine whether security exchange act
1487,neutral,stephen scherr
1488,neutral,thank security reg security sell structure reg destine sell
1489,neutral,michael mayo
1490,neutral,steven chubak wolfe research
1491,neutral,general certainly many article talk morale employee potential impact spillover effect business way happen legal regulatory
1492,neutral,david solomon
1493,positive,appreciate think monitor talk employee think morale firm employee employee feel good performance like fact deal situation think people extremely angry upset fact partner firm involve significant say something enormous regret business perform think people recognize something go deliberative process people feel good client work client way term obviously extremely engage client talk client regular would say impact client franchise point across globe de shape aware noise press read watch would say impact reputational dent firm work deal client stay focus execute think also cognizant fact lot get press come motivation context resolution difficult
1494,neutral,operator
1495,neutral,next question line betsy graseck morgan
1496,neutral,betsy graseck
1497,positive,question cash management business talk begin want understand much investment go technology side invest plant equipment term bank license globally need order type partner local relate think loan
1498,neutral,stephen scherr
1499,negative,take context corporate cash remember interest part view look sort significant relationship investment bank across corporates pay considerable amount almost equal pay market namely advisory underwrite pay around treasury service corporate cash give historically kind problem lend fact pick lend credit sort give u entry point also say perceive pain point among corporate treasury technology platform work look bank pay operational de something clean sheet build design edge way address pain
1500,positive,competitive point operational deposit quite attractive u even pay rat well pay bank context substitution wholesale look technology would say certain element synergistic technology build include marcus include build strengthen legal equity g bank development payment obviously central context equally would term corporate cash business develop last year term ability make use many vendor build integrate vendor way would require organic build inside way necessary think build grow go thing people select certain currency among major currency interest vendor solution take secondary tertiary necessarily need build correspondent bank relationship proliferate basis year intend think technology right time think execute also point first customer goldman sachs reduce cost operational deposit outside think firm
1501,neutral,jam mitchell buckingham research group
1502,neutral,betsy graseck
1503,negative,think get pay part come want confirm part expect get also think capital allocation loan awhile commentary maybe marcus loan growth would touch also think balance sheet utilization towards loan versus towards
1504,neutral,stephen scherr
1505,positive,want look prospect model return return lend part look context corporate cash come back lend context corporate cash basically operational useful probably useful substitute wholesale tie back adjacency security captive fx play context corporate cash management candidly probably small
1506,positive,refer point long business sort exclusively province lend institution grow corporate lend book reason obviously unrelated corporate cash management plan year ago part strategically grow develop term broad set product relationship continue go go attend risk issue generate motivate point gate item way corporate cash management think lender prolific lender think sort access right title sort play compete
1507,neutral,operator
1508,neutral,next question line brennan hawken
1509,neutral,brennan hawken
1510,negative,curious marcus hear last day bank comment likelihood could see retail deposit cost increase even see rate play could maybe let u know would think keep position competitively market upper end bind far payout would think far market deposit
1511,neutral,stephen scherr
1512,neutral,devin ryan jmp security
1513,negative,think look historically time acquire ge deposit platform would say beta low mean remain low rate environment little way movement acceleration rate context interest rat objective always always top kind sort table rate would point particularly motivate pay need draw deposit obviously rate even level well beyond currently remain accretive sort fund firm relative fund duration wholesale think diversification overall bring u retail deposit kind story would say open perfectly candid much demand think give u ability moderate sort acceleration rate think beneficiary sort hit nerve market pay high street deposit come influx give u maneuverability rate
1514,neutral,brennan hawken
1515,positive,appreciate second see spread net back loan market recover clos lever loan become big topic fourth could maybe let u know manage risk much warehouse fund fully fund third manage counterparty risk
1516,neutral,stephen scherr
1517,positive,go number start say clo exposure neighborhood half look broadly risk exposure term leverage lend remain small relative look underwrite underwrite book skew heavily toward investment look lbo single digit term sit appreciably low certainly go back financial crisis feel good would say come others risk perspective look feel comfortable flex underwrite please sort underwrite see flow fund back bond fund loan take turn january relative outflow saw see deal see cap indicator dashboard play favorably see think comfortable term overall
1518,neutral,operator
1519,neutral,next question line steven chubak wolfe
1520,neutral,steven chubak
1521,positive,want start question efficiency say quite encourage remark really stephen focus drive high accountability individual one interest thing big focus investor benchmark efficiency ratio peer really focus business efficiency ratio range peer set look like shake somewhere close already close wonder whether give u insight think efficiency really benchmarking across peer continue drive focus efficiency across individual
1522,neutral,stephen scherr
1523,neutral,gerard cassidy rbc capital market
1524,negative,thank question view efficiency ratio migration need look across particularly build sort le expense intensive operationally marginal margin build scale around turn would point look efficiency report number flat notwithstanding growth expense litigation reserve number take number direction would basis point low term efficiency ratio report suggest report anything give sense hard know right give sense forward target would think expect u base revenue durable revenue david talk recur revenue basis platform extract great efficiency business business skew direction run front come month meet sit hope guide directionally downward trend one hope continue
1525,neutral,steven chubak
1526,positive,insight quite one relate comment marginal margin know little year ago initially lay growth target revenue side talk marginal margin require frontloading wonder half incremental revenue growth still ahead think incremental margin next billion revenue growth
1527,neutral,stephen scherr
1528,positive,example lend growth continue reserve build right point steady start see margin think whether corporate cash management early yet hit notwithstanding expectation hit target set target limit think take firm term overall growth trajectory would also say commentary efficiency high marginal margin limit exclusively kind growth initiative look ficc david talk element platform electronification mean drive high volume narrow think even progress initiative build realize great incumbent commentary limit growth
1529,neutral,operator
1530,neutral,next question line jim mitchell buckingham
1531,neutral,jam mitchell
1532,positive,maybe strategy question always think core competency create wealth kind lead retail appreciate comment start build digital think plan think also build complete brokerage platform well kind leverage gain throughput institutional
1533,neutral,david solomon
1534,neutral,operator
1535,negative,talk think marcus think marcus start one plan one plan always build platform would would storefront could distribute multiple product originate come product maybe distribute always focus fact massive wealth management business high always shy away broaden footprint make another lack way could previously basically big lot reason own big brokerage something want think strategically go forward firm would digital opportunity acquire client fee client platform much effective cost customer acquisition vision continue build platform add product connectivity wealth management business
1536,neutral,operator
1537,neutral,next question line devin ryan jmp
1538,neutral,devin ryan
1539,neutral,first question give little bite go ask another one think largely view kind net capital reduction side early read specific exist business look like might deserve investment capital maybe previously go come first quarter expect
1540,neutral,david solomon
1541,positive,obviously want front back look element capital real purpose look business front start fundamental purpose understand addressable market opportunity set resource figure effective way deliver want new management team would large start path evolve really want look opportunity business ability deliver high purpose front back opportunity also stephen couple comment respect kind
1542,neutral,stephen scherr
1543,positive,would point think go cascade mean ambition put cost direct control business own front ought pretax mean own revenue line cost point keep certain function would expect u control risk point element ops element tech hold needle second third line control remain look sort put cost control hand business drive business great efficiency proposition term conduct
1544,neutral,operator
1545,neutral,company participant
1546,neutral,good name conference facilitator would like welcome everyone goldman sachs fourth quarter earn conference call record january thank
1547,neutral,next question come line gerard cassidy
1548,neutral,gerard cassidy
1549,negative,guy share u apologize address impact think mifid change equity good number growth large large give u month guy see change mifid
1550,neutral,stephen scherr
1551,positive,see mifid ii really market share play one level geography another level term individual see share consolidate share move certain european bank bank term share within become kind tight game needle major expectation go continue see hope continue benefit share think part develop many research platform content play share come back u
1552,neutral,operator
1553,neutral,please continue close
1554,neutral,stephen scherr
1555,positive,since would like take moment thank everybody join behalf senior management hope see many come additional question arise please hesitate reach enjoy rest look forward speak first quarter call thank
1556,neutral,operator
1557,neutral,may begin
1558,neutral,lady conclude goldman sachs fourth quarter earn conference thank may
1559,neutral,heather miner
1560,negative,good heather head investor relation goldman welcome fourth quarter earn conference use new earn find investor relation page website information statement measure appear earn release reproduce rebroadcast without
1561,positive,today join chairman chief executive david chief financial stephen note agenda page david provide introductory remark strategic perspective macro environment update stephen walk financial happy take question
1562,neutral,pas call
1563,neutral,david solomon
1564,positive,thank everyone join u happy look forward join call regular go start morning reiterate fully commit active ongoing dialogue shareholder broad excite new call format initial step continue enhance engagement
1565,positive,show page important underscore overarch priority execute core serve diverse client include corporation institution execute model drive sustainable value creation remain commit deliver full range service include market investment management many stephen conduct comprehensive review across include forward plan identify opportunity strengthen expand client footprint operate also pursue new way deepen exist relationship expand client footprint develop new product business
1566,neutral,strategic business review let highlight early show right side page start business ficc spend significant amount evaluate aspect include delivery focus provide client experience achieve continue invest automation platform also actively engage pursue opportunity grow addressable market broaden client relationship improve mix particularly
1567,neutral,heather miner ir
1568,negative,specifically relate lead institutional client tell differentiate people particularly intermediation large complex let fully cognizant reduction industry wallet past stephen mention bank america merrill complacent wait market run business clear perspective revenue
1569,positive,recent make significant progress improve capital utilization reallocate capital away ficc commensurate potential order grow important high return continue optimize capital also see opportunity reduce invest automation expect many business within ficc evolve similarly effort position franchise remain provider choice improve return
1570,positive,alternative invest generate strong return one unique source platform give global footprint broad franchise present u extraordinary opportunity partner client invest capital alongside base track opportunity raise additional fund across credit real thereby augment fee continue monetize sheet investment optimize capital
1571,positive,cash evaluate opportunity improve service client expand cash management present illogical area u give breadth corporate relationship size pace technological change payment space give u confidence appropriate time u address month firm first use cash management platform late addition validate operational payment flow reduce cost operational among assume progress expect launch product client
1572,positive,bring market business investment management continue evolve market single product multiproduct serve million customer lend save product clarity plan enhance platform include multitiered mass affluent digital wealth currently confident collaboration catalyst successful execution strategy
1573,neutral,across investment combine significant focus operate begin deliver commitment enhance durability revenue continue review strategic priority board plan communicate comprehensive update market come late plan share specific metric financial target use hold operate firm drive lead shareholder return
1574,negative,discus make observation operate highlight page quite disconnect weak market sentiment optimism continue see corporate board fourth particularly characterize decline investor sentiment respect global growth concern central bank would continue tighten slow growth environment cause weakness equity credit market result increase volatility many macro create challenge many institutional invest also drive potential future opportunity active manager add
1575,positive,addition absolute level activity real economy remain fairly reflect broad ceo sentiment investment bank transaction despite global include china trade plan removal monetary policy stimulus europe recent yield curve economy still see global growth next include euro china acceleration latin notwithstanding mix market macro remain actively engage client across corporation continue seek advice strategic need equity debt financial market investor continue need execution intellectual hedge liquidity client continue need comprehensive asset wealth management individual need simple transparent financial service add
1576,negative,like take moment address ongoing investigation relate matter malaysian sovereign development want proactively address question know mind
1577,negative,cooperate department justice regulator focus timely deliberative believe establish important fact review matter last would like provide information still open naturally respect
1578,neutral,david solomon chairman ceo
1579,negative,clear people malaysia defraud many include high member prior tim leissner partner one role apologize malaysian would look back continue look back see anything firm could do want know transaction considerable due diligence control function firm ask transaction whether intermediary tell tim leissner say intermediary involve detail charge leissner purposely conceal firm scheme malaysian government ipic jho
1580,positive,part due diligence effort seek receive write assurance ipic intermediary involve first final government malaysia represent intermediary involve representation goldman sachs prove also outside auditor access book record issue clean audit
1581,positive,want address issue jho low view decline jho request open private wealth account could verify source also decline advise represent low opportunity present u period jho involvement number transaction unrelated well know number financial include
1582,positive,low engage major investor financial institution acquire highly visible medium real lot know jho low today difficult proud firm remain focus client include remain extremely always important lesson learn difficult priority reflective ensure culture collaboration escalation improve please appreciate try forthcoming possible comment know many additional sure say much
1583,positive,switch gear review performance highlight page full firm report solid generate net revenue high deliver return equity return tangible equity make significant investment expand client grow revenue enhance earn profile cost fund embed operate leverage
1584,positive,extremely please deliver solid result leave u strong foot pursue strategic objective team assemble execute include john increase sense urgency discipline help move business
1585,neutral,turn call walk u detail financial
1586,neutral,stephen scherr
1587,neutral,let begin overview financial result page firm report fourth quarter net revenue result billion full net earn billion quarter billion full year earn per share result full
1588,positive,begin detail discussion want cover adjustment increase transparency make result consistent competitive present net revenue credit add credit provision line income prior period reclassify conform current impact bottom line give basis clear
1589,neutral,stephen scherr cfo evp
1590,positive,expense relate consultant temporary staff previously report compensation benefit expense report professional also impact bottom result million transfer line item full change also reduce headcount approximately
1591,negative,addition change presentation financial would call follow fourth quarter result include net provision litigation regulatory matter total provision litigation regulatory matter amount obviously elevate operate expense line
1592,positive,tax rate rate include million discrete benefit prior estimate impact tax benefit reflect impact update include subsequent guidance issue rate also include million benefit relate compensation tax account approximately percentage point decrease tax rate project normalize rate approximately important highlight pretax earn increase billion equate increase approximately basis point return common equity normalize tax improvement operate performance despite materially high litigation
1593,negative,let turn result david environment turn first quarter demonstrate continue strength global equity credit market despite geopolitical fourth quarter witness high level market increase client engagement negative performance across virtually asset evolve concentrate serve client invest drive business
1594,positive,overall performance demonstrate value diversify business model strength client reflect balance revenue contribution across business show pie chart page net revenue generate recur source versus year
1595,positive,turn page individual investment bank outstanding performance produce fourth business produce net revenue versus third quarter significant pickup completion help offset decline underwrite revenue difficult market backdrop slow issuance volume advisory revenue relative third reflect growth complete rank announce complete global fourth quarter full advise nearly transaction close represent approximately trillion deal also participate announce transaction total nearly include billion transaction billion deal reflect progress broaden client
1596,positive,move market decline equity price wide credit spread weigh issuer sentiment net revenue sequentially fourth quarter full investment bank net revenue increase financial advisory addition lead advisory hold position equity underwrite high yield investment reflect multiyear commitment build debt underwrite
1597,positive,investment bank franchise overall remain well position continue strong performance reflect continue focus build client relationship ongoing investment talent end investment bank backlog meaningfully high finish notwithstanding decline versus last increase come despite robust revenue production
1598,negative,turn institutional client service page net revenue billion fourth compare fourth quarter last despite high volatility difficult market particularly full ic generate billion net compare drive healthy good wallet share improve execution certain notably ficc client execution net revenue million fourth versus amid challenge market particularly credit le credit account roughly result impact deteriorate environment distress credit spread low level liquidity exacerbate would also note one particular position call material
1599,positive,remain decrease reflect low result rat ficc business relatively consistent last fourth quarter challenge due market overall business improve full ficc net revenue represent continue seek improvement ficc performance strategic
1600,neutral,conference call participant
1601,negative,successfully increase wallet share basis point since institutional client base per provide minimal top line benefit far give market continue broaden client product footprint deepen relationship drive high rank market
1602,positive,remain focus leverage investment bank relationship good serve corporate effort begin yield result commodity foreign important rely market turn yield good look expand client
1603,positive,remain focus continue investment engineer enhancement platform process allow u good serve client streamline expense new platform enable u innovate fast scale business deliver differentiate solution institutional corporate demonstrate momentum revenue ficc electronic business last
1604,positive,move page relate fourth story good net revenue equity client execution net revenue significantly versus challenge fourth quarter good performance commission fee attributable increase client follow significant uptick particularly low touch continue gain market security service net revenue decrease reflect low average customer
1605,positive,equity produce net revenue continue benefit industry consolidation ongoing effort increase client share global equity market volume increase basis point versus include growth across reflect multiyear positive optimistic theme consolidation scale provider continue mifid ii go live month
1606,positive,move equity invest lend page equity security generate net revenue billion reflect continue strong result private equity approximately net revenue generate real primarily reflect gain full equity invest lend generate net revenue global private public equity portfolio consist different investment remain diversify across geography investment vintage see continue reinvest drive future investment portfolio make last equity balance sheet end quarter include public portfolio billion billion private revenue equity also generate cie investment substantially real
1607,positive,move debt invest lend page fourth net revenue debt security loan largely drive net interest income roughly full debt invest lend generate billion net include net interest income approximately would point account future begin annualized net interest income run rate debt invest lend balance show low leave page end quarter include billion loan billion debt lend franchise adjacent continue remain conservative approximately loan portfolio secure take provision loan loss reflect loan
1608,negative,turn investment management page business produce net revenue billion fourth flat management fee incentive fee transaction revenue full year investment management net revenue record largely drive growth incentive fee management asset supervision finish full asset supervision increase billion result billion net inflow primarily fix income equity asset billion net inflow liquidity offset net market depreciation billion primarily trail attract total cumulative organic net inflow approximately business remain well position growth continue invest people make acquisition enhance product offer good serve
1609,negative,let turn page continue invest lose focus expense remain priority john go reiterate undertake full review expense part hold business high level accountability focus operate operate expense maintain stable efficiency ratio approximately revenue growth fund investment
1610,negative,let take component operate compensation benefit expense amount half rate growth translate compensation net revenue ratio basis point versus compensation ratio decline approximately basis point
1611,neutral,glenn schorr evercore isi
1612,neutral,fourth quarter operate expense mention include litigation expense million well donation million goldman sachs donor advise charitable full operate expense rise roughly half increase relate client activity investment include increase million provision relate litigation regulatory approximately million high expense relate account change due revenue recognition substantially remain increase million investment drive growth high activity reflect clear exchange
1613,negative,move mention tax rate base current interpretation rule legislative guidance expect tax rate exclude impact
1614,positive,turn page common equity tier ratio use standardize approach advance basis point basis versus third improvement advance ratio reflect basis point relate low credit risk weight asset due inclusion default experience determination probability default supplement leverage ratio finish
1615,positive,full repurchase million share common stock worth contribute reduction basic share count million share reach record new pay approximately billion common dividend course return billion capital shareholder
1616,positive,turn balance sheet liquidity page global core liquid asset average billion fourth balance sheet versus last continue shift fund mix unsecured debt consumer deposit raise include nearly billion raise incremental consumer deposit continue benefit firm increase fund low finance cost capacity increase business bank addition carry vast majority lend g bank usa conduct increase component fx
